state,county,age_adjusted_rate_per_100_000,state_abbrv
Pennsylvania,Lancaster,446.0,PA
Alabama,Henry,446.0,AL
Virginia,Westmoreland,446.0,VA
Mississippi,Clarke,446.0,MS
Minnesota,Carver,445.9,MN
Vermont,Bennington,445.9,VT
Montana,Pondera,445.9,MT
Oklahoma,Le Flore,445.9,OK
Illinois,Kane,445.9,IL
Missouri,Clay,445.8,MO
Texas,Burnet,445.8,TX
Minnesota,Jackson,445.7,MN
Michigan,Iosco,445.7,MI
North Carolina,Clay,445.7,NC
Arkansas,Yell,445.7,AR
Florida,Hendry,445.7,FL
Wisconsin,Wood,445.7,WI
North Carolina,Avery,445.6,NC
Colorado,Prowers,445.5,CO
West Virginia,Summers,445.5,WV
Vermont,Franklin,445.4,VT
Wisconsin,Dane,445.3,WI
Texas,Williamson,445.1,TX
South Carolina,Anderson,445.1,SC
Pennsylvania,Delaware,445.1,PA
Pennsylvania,Adams,444.9,PA
Michigan,Manistee,444.9,MI
Missouri,St. Clair,444.8,MO
Alabama,Bibb,444.8,AL
Pennsylvania,Tioga,444.7,PA
Tennessee,Overton,444.7,TN
Texas,Brown,444.7,TX
Texas,Brazoria,444.6,TX
Ohio,Morrow,444.6,OH
Washington,San Juan,444.6,WA
Oregon,Marion,444.6,OR
Texas,Bowie,444.5,TX
Maine,Cumberland,444.5,ME
Alabama,Barbour,444.5,AL
Missouri,Johnson,444.5,MO
Tennessee,Perry,444.5,TN
Arkansas,Pulaski,444.5,AR
Missouri,Taney,444.5,MO
Ohio,Auglaize,444.4,OH
Minnesota,Roseau,444.4,MN
Minnesota,Benton,444.3,MN
Nebraska,Red Willow,444.1,NE
Texas,San Patricio,444.1,TX
Maryland,Frederick,444.0,MD
Virginia,Alleghany and Clifton Forge City,444.0,VA
New Jersey,Middlesex,443.8,NJ
West Virginia,Calhoun,443.6,WV
Missouri,Putnam,443.5,MO
Nebraska,Perkins,443.5,NE
California,Marin,443.4,CA
Iowa,Dallas,443.4,IA
Texas,Navarro,443.4,TX
North Dakota,Emmons,443.4,ND
Texas,Randall,443.4,TX
Florida,Hamilton,443.3,FL
Virginia,Chesterfield,443.2,VA
Wisconsin,Forest,443.2,WI
Mississippi,Lincoln,443.2,MS
Florida,Lee,443.2,FL
Georgia,Webster,443.0,GA
Wisconsin,Portage,443.0,WI
Ohio,Putnam,443.0,OH
Mississippi,Benton,442.6,MS
Alabama,Baldwin,442.5,AL
Wisconsin,Florence,442.5,WI
South Dakota,Brookings,442.5,SD
Montana,Sanders,442.5,MT
Arkansas,Johnson,442.5,AR
Missouri,Cass,442.4,MO
Florida,Gulf,442.4,FL
Georgia,Taliaferro,442.4,GA
Vermont,Windsor,442.3,VT
South Dakota,Brule,442.3,SD
Illinois,Boone,442.1,IL
Virginia,Richmond,442.1,VA
Texas,Oldham,442.1,TX
Tennessee,Unicoi,442.1,TN
Texas,Lubbock,442.0,TX
Georgia,DeKalb,442.0,GA
Virginia,Buckingham,441.9,VA
Tennessee,Morgan,441.9,TN
Nebraska,Holt,441.9,NE
Iowa,Kossuth,441.8,IA
Alabama,St. Clair,441.7,AL
Texas,Archer,441.6,TX
Michigan,Chippewa,441.6,MI
Pennsylvania,Montgomery,441.6,PA
Wisconsin,Kewaunee,441.6,WI
North Carolina,Wilkes,441.6,NC
Utah,Tooele,441.4,UT
Washington,King,441.4,WA
Missouri,Barry,441.4,MO
North Carolina,Hyde,441.4,NC
Texas,Bee,441.3,TX
North Dakota,Walsh,441.2,ND
North Carolina,Hertford,441.0,NC
Illinois,Clark,440.9,IL
Texas,Eastland,440.9,TX
Minnesota,Lac qui Parle,440.7,MN
Texas,Kendall,440.7,TX
Missouri,Cole,440.6,MO
South Carolina,Marlboro,440.6,SC
Texas,DeWitt,440.6,TX
Oregon,Klamath,440.5,OR
Virginia,Roanoke,440.5,VA
California,Humboldt,440.5,CA
Michigan,Newaygo,440.5,MI
Oklahoma,Marshall,440.4,OK
New York,Sullivan,440.3,NY
Idaho,Idaho,440.1,ID
Missouri,Webster,440.1,MO
Wisconsin,Sauk,440.1,WI
North Carolina,Macon,440.0,NC
Nebraska,Butler,439.8,NE
Minnesota,Stevens,439.8,MN
Nevada,Churchill,439.7,NV
Wisconsin,Outagamie,439.6,WI
Rhode Island,Providence,439.5,RI
Virginia,Surry,439.4,VA
Georgia,Bleckley,439.4,GA
Oregon,Clackamas,439.4,OR
South Carolina,Charleston,439.1,SC
Maryland,Charles,439.1,MD
New Jersey,Essex,439.0,NJ
Ohio,Shelby,439.0,OH
South Dakota,Moody,438.9,SD
Vermont,Windham,438.9,VT
Texas,Jim Wells,438.9,TX
Michigan,Mecosta,438.9,MI
South Dakota,Turner,438.9,SD
West Virginia,Doddridge,438.8,WV
Iowa,Audubon,438.8,IA
Ohio,Mahoning,438.8,OH
Missouri,Clinton,438.8,MO
South Dakota,Yankton,438.7,SD
Ohio,Henry,438.5,OH
Tennessee,Shelby,438.2,TN
Texas,Tarrant,438.2,TX
Mississippi,Neshoba,438.2,MS
Texas,Blanco,438.2,TX
Mississippi,Amite,438.2,MS
Tennessee,Williamson,438.0,TN
Virginia,Bland,438.0,VA
Tennessee,Bradley,437.9,TN
Nebraska,Scotts Bluff,437.9,NE
Virginia,Grayson,437.9,VA
Florida,Calhoun,437.8,FL
Georgia,Walker,437.7,GA
Mississippi,Wayne,437.7,MS
Pennsylvania,Forest,437.7,PA
Tennessee,Giles,437.7,TN
Virginia,Powhatan,437.6,VA
Texas,Colorado,437.6,TX
Nevada,Mineral,437.5,NV
Georgia,Clarke,437.3,GA
Pennsylvania,Lebanon,437.2,PA
Illinois,Rock Island,437.2,IL
Texas,Hockley,437.1,TX
Texas,Hays,437.0,TX
Pennsylvania,Huntingdon,436.8,PA
Texas,Falls,436.6,TX
Illinois,Edwards,436.6,IL
Ohio,Mercer,436.5,OH
Michigan,Calhoun,436.5,MI
Montana,Missoula,436.4,MT
Massachusetts,Hampden,436.4,MA
Tennessee,Madison,436.2,TN
Missouri,Polk,436.1,MO
California,Placer,436.1,CA
Montana,Sweet Grass,435.9,MT
Alabama,Chambers,435.9,AL
Georgia,Chatham,435.8,GA
Minnesota,Todd,435.8,MN
Georgia,Tattnall,435.7,GA
Ohio,Fulton,435.7,OH
Kentucky,Crittenden,435.7,KY
Georgia,Columbia,435.7,GA
Vermont,Lamoille,435.7,VT
Oklahoma,Hughes,435.6,OK
Oklahoma,Carter,435.6,OK
California,Sonoma,435.6,CA
Oklahoma,Bryan,435.6,OK
Alabama,Perry,435.5,AL
Michigan,Berrien,435.5,MI
Mississippi,Warren,435.2,MS
Montana,Carbon,435.0,MT
Arkansas,Montgomery,434.9,AR
Missouri,Newton,434.9,MO
Nebraska,Fillmore,434.9,NE
South Carolina,Kershaw,434.9,SC
Oklahoma,Tillman,434.9,OK
Missouri,Stone,434.8,MO
Wisconsin,Chippewa,434.8,WI
Ohio,Wayne,434.7,OH
Oklahoma,Coal,434.6,OK
New Mexico,Torrance,434.5,NM
North Dakota,Traill,434.5,ND
Maine,Lincoln,434.5,ME
California,Ventura,434.4,CA
Alabama,Mobile,434.4,AL
Oregon,Yamhill,434.4,OR
Missouri,Christian,434.3,MO
Mississippi,Winston,434.3,MS
Alabama,Colbert,434.3,AL
Alabama,Bullock,434.2,AL
Alabama,Jefferson,434.2,AL
West Virginia,Grant,434.1,WV
South Carolina,Lexington,434.1,SC
Oklahoma,Beckham,434.1,OK
Mississippi,Leake,434.1,MS
Utah,Washington,433.9,UT
Texas,Bastrop,433.9,TX
Oregon,Jackson,433.8,OR
Tennessee,Jackson,433.8,TN
Illinois,Stephenson,433.7,IL
Oregon,Wheeler,433.6,OR
Florida,Okaloosa,433.6,FL
Idaho,Jefferson,433.6,ID
Massachusetts,Essex,433.6,MA
Georgia,Laurens,433.5,GA
Wisconsin,Burnett,433.5,WI
Nebraska,Keith,433.4,NE
Vermont,Orange,433.2,VT
Oklahoma,Garfield,433.1,OK
Michigan,Isabella,433.0,MI
Missouri,Clark,432.9,MO
North Dakota,Stark,432.9,ND
Virginia,Hanover,432.9,VA
Nevada,Douglas,432.7,NV
Mississippi,Claiborne,432.7,MS
Wyoming,Crook,432.7,WY
Texas,Mitchell,432.6,TX
Arkansas,Carroll,432.6,AR
North Dakota,Bowman,432.4,ND
Nebraska,Boyd,432.4,NE
Ohio,Logan,432.3,OH
Texas,Anderson,432.2,TX
Texas,Lee,432.2,TX
Alabama,Dale,432.2,AL
Texas,San Augustine,432.2,TX
Wisconsin,Dodge,432.2,WI
Illinois,Cook,432.1,IL
Texas,Howard,432.1,TX
South Dakota,Pennington,432.1,SD
Alabama,Houston,432.0,AL
Oklahoma,Oklahoma,432.0,OK
Georgia,Montgomery,432.0,GA
Mississippi,Rankin,431.9,MS
Oklahoma,Osage,431.8,OK
Ohio,Van Wert,431.8,OH
Illinois,McLean,431.8,IL
Nebraska,Hall,431.8,NE
Idaho,Bingham,431.7,ID
South Dakota,Mellette,431.7,SD
Georgia,Schley,431.7,GA
South Dakota,Beadle,431.7,SD
South Carolina,Bamberg,431.6,SC
Georgia,Bulloch,431.4,GA
Idaho,Owyhee,431.4,ID
Alabama,Randolph,431.4,AL
Georgia,Decatur,431.4,GA
Montana,Gallatin,431.4,MT
North Carolina,Jackson,431.4,NC
Pennsylvania,Indiana,431.3,PA
South Carolina,Chesterfield,431.3,SC
Alabama,Winston,431.3,AL
Michigan,Shiawassee,431.3,MI
Ohio,Hancock,431.2,OH
Texas,Calhoun,431.2,TX
Utah,Cache,431.1,UT
Florida,Palm Beach,431.1,FL
South Carolina,Darlington,431.1,SC
Idaho,Jerome,430.8,ID
Michigan,Van Buren,430.8,MI
Michigan,Ingham,430.7,MI
Arkansas,Chicot,430.7,AR
Colorado,Pueblo,430.6,CO
Texas,Callahan,430.6,TX
Missouri,Jackson,430.5,MO
Michigan,Tuscola,430.5,MI
Missouri,Laclede,430.4,MO
Texas,Bandera,430.3,TX
Texas,Val Verde,430.3,TX
South Dakota,Spink,430.2,SD
Alabama,Macon,430.1,AL
Ohio,Paulding,430.0,OH
South Dakota,Grant,430.0,SD
Montana,Ravalli,430.0,MT
Pennsylvania,Cumberland,430.0,PA
Wisconsin,Green,429.9,WI
Virginia,Rockbridge,429.9,VA
Texas,Robertson,429.9,TX
Illinois,Jo Daviess,429.8,IL
Oklahoma,Custer,429.8,OK
Texas,Rockwall,429.7,TX
Mississippi,Adams,429.7,MS
North Carolina,Nash,429.6,NC
Minnesota,Koochiching,429.5,MN
Texas,Dallas,429.5,TX
Pennsylvania,Clearfield,429.4,PA
Georgia,Dade,429.4,GA
Nebraska,Box Butte,429.4,NE
Oklahoma,Canadian,429.1,OK
Idaho,Valley,429.1,ID
Georgia,Baker,429.0,GA
Virginia,Page,428.9,VA
Texas,Hansford,428.9,TX
North Carolina,Watauga,428.8,NC
Texas,Goliad,428.7,TX
Florida,Collier,428.5,FL
Arkansas,Ashley,428.4,AR
North Carolina,Transylvania,428.2,NC
South Carolina,Sumter,428.1,SC
Missouri,Ray,428.1,MO
Idaho,Oneida,428.0,ID
Utah,Davis,428.0,UT
Idaho,Twin Falls,427.8,ID
Texas,Duval,427.8,TX
North Carolina,Chowan,427.7,NC
Alabama,Monroe,427.7,AL
Tennessee,Lake,427.5,TN
Georgia,Randolph,427.5,GA
South Dakota,Edmunds,427.3,SD
Oklahoma,Wagoner,427.3,OK
Oregon,Hood River,427.3,OR
New York,New York,427.3,NY
Texas,Gray,427.3,TX
Pennsylvania,Chester,427.2,PA
North Carolina,Perquimans,427.1,NC
California,Amador,427.1,CA
Georgia,Crisp,427.0,GA
South Carolina,Newberry,426.8,SC
Wisconsin,Sawyer,426.8,WI
Tennessee,Davidson,426.7,TN
North Carolina,Dare,426.6,NC
Mississippi,Choctaw,426.6,MS
Missouri,Howard,426.2,MO
California,San Diego,426.1,CA
Alabama,Dallas,426.1,AL
Georgia,Miller,426.0,GA
Idaho,Nez Perce,426.0,ID
Michigan,Montcalm,425.9,MI
Georgia,Catoosa,425.9,GA
Vermont,Essex,425.9,VT
Ohio,Wyandot,425.9,OH
Oregon,Wasco,425.7,OR
Virginia,Campbell,425.7,VA
Idaho,Bannock,425.6,ID
South Carolina,Allendale,425.6,SC
Virginia,Bedford City and,425.5,VA
Virginia,Cumberland,425.5,VA
